Hybridization REF	TCGA-AX-A060-01A-11R-A00V-07
PLEKHA8	0.2636
NCALD	0.901916666666667
OR5AK2	0.386333333333333
ACCN1	-0.4784
SLITRK1	-0.181
ARMET	0.87625
C9orf52	2.2075
REEP4	-0.61625
MTSS1	0.46225
ADH1B	0.219333333333333
DLD	-0.20575
CDK5	0.011
PPFIA1	-1.634625
WFDC3	0.9085
DNAJB12	0.559428571428571
RANGRF	0.656
MLANA	-4.98766666666667
AMY2B	-0.47925
KIAA0319	0.418571428571429
RPS7	-0.381
JAK3	-0.324777777777778
ARFGEF1	0.83525
CXCL5	0.699916666666667
TRAPPC4	0.07325
CETN2	0.70425
HSPC111	-0.6145
RHOBTB3	-1.6438
PHLPP	-0.3935
RGS10	2.69025
TMEM58	-0.821
CHERP	0.073625
HSP90AB3P	-0.486
FSTL3	-2.7858
PEX11A	1.686
OR5V1	0.333
FCN3	0.9185
PTPN3	1.11
NPTX1	-4.93475
C21orf84	-0.480333333333333
C11orf51	0.02375
ZBED2	-0.178
FLJ90757	-0.74025
NPY2R	0.7845
PLD3	-1.2305
SYT17	-0.460833333333333
SGSM2	-0.836
OR1A2	0.614
FOXP1	-0.75625
SLC5A1	5.02325
POFUT1	-0.1719
EPHB6	-3.12583333333333
MYO1G	-2.86471428571429
STAC	-1.044
KLHL17	-0.443666666666667
RGMA	-1.4225
TJP2	-0.1194
FAM114A1	-0.3725
SERINC1	0.108916666666667
SLC9A8	0.0561428571428571
PEX19	0.952625
EDN2	2.5155
PSMD7	-0.723444444444444
C3orf41	-2.561
UQCR	0.1245
PPP1R3C	-2.79475
LRP4	-1.00616666666667
TM2D1	-0.07725
TTC17	0.3956875
C4BPB	-1.177375
CCL25	0.2685
ZNF253	-0.0738333333333333
CHRNA9	-1.4015
SOX11	-1.557
HIVEP3	-0.7895
CGN	1.59916666666667
C3orf35	0.139125
PKD2L1	0.46275
SYVN1	-0.305625
PDE8B	-2.32042857142857
LOC439951	1.589
LTC4S	1.16816666666667
MIF4GD	-0.4595
SMARCA2	1.777
TUBGCP6	-0.499833333333333
CABLES1	-0.545125
C16orf77	0.2592
ZNF791	0.59825
FUT5	3.419
ADH6	-0.7066
P4HB	1.476
CLDND2	0.21525
ALKBH8	0.625333333333333
PLAC4	0.567333333333333
F11R	1.75521428571429
MGC35295	0.382666666666667
PDZD4	0.126833333333333
LOC389073	0.383333333333333
FAM80B	0.0405
PSMB1	-0.228625
TXN	-0.028
VIPR1	-0.518555555555556
WBSCR18	-0.1977
EXOSC6	-0.556
ACTA2	2.01516666666667
SP5	0.427833333333333
ANKRD1	-1.82525
DDR1	0.6674
ATP6V1D	0.69025
PTGS1	-1.47841666666667
RNF157	-0.96125
DCC	-0.426
SPAG7	0.28875
FBXO18	-0.7325
UBE3C	-0.1694
HOXC6	0.385
LRP2BP	-0.016
MYST2	0.0565
PDSS2	0.6945
ATE1	0.611
ARAF	-0.6715
KLF10	-0.8835
PLA2G2E	0.68425
ASCL1	1.426
TSNAXIP1	2.09525
FAM131B	0.30925
IFNA10	1.1855
NUP43	-0.609125
FAM44B	-0.079125
L1TD1	-6.0466
NMD3	-0.368666666666667
C18orf54	-1.39
PHOSPHO1	0.102
RAG2	-0.8405
EMILIN3	-0.1825
METTL3	-1.113
VPS13C	0.7445
REXO2	-0.19
ANXA4	-0.0305
CA1	-1.338
DCP1B	-0.292
TULP3	-0.576333333333333
ATP2A2	-0.204
ATIC	-0.245
ADAM15	-0.37875
NPL	-0.159
LGR4	1.563125
UEVLD	0.3225
GAB1	-0.195
SNAI2	0.141166666666667
ZGPAT	-0.4442
SNF1LK	0.279875
DLEU1	0.53975
UBE2Q1	1.351875
ZMYM6	-0.274125
JPH3	-2.07483333333333
FAM38A	-2.13525
PXK	-0.312
DENND2D	1.58975
BAX	-0.588166666666667
CP	1.60545454545455
RPL37	-0.2756
G6PC3	-0.684375
NCOA4	-0.310666666666667
LRRC14	-0.5255
GORASP1	0.47575
FCHO2	0.888625
CYP24A1	0.3576
FXYD3	0.183125
SMARCAL1	0.14125
ABCB8	0.0568333333333333
CCDC44	0.39175
PRDM7	-1.79033333333333
USH1C	1.83533333333333
DNAH5	0.330333333333333
SRF	-0.0681666666666667
MAL2	2.00433333333333
PGPEP1	0.774333333333333
SIN3B	-0.891
SEMA3C	-1.53783333333333
GRAMD3	2.334
FBXO10	-0.42375
OR5D13	-0.704
FLJ31818	0.476125
CACNA1I	1.29985714285714
S100A13	1.1975
TP63	0.421666666666667
ANXA11	0.7377
WDR66	1.849375
CSF2RB	-0.3725
IFI44	-2.867
DACT1	-1.24433333333333
ANKRD23	-2.375625
ATP5G1	0.2445
C21orf70	-0.478833333333333
PPWD1	-1.83775
DNAJC13	-0.213
PAH	-2.18725
PTCH2	0.343
TRMU	-0.438
CCDC9	0.0865
USP3	-0.3901
DCLRE1C	-0.235666666666667
FAM55C	-1.16575
FRMD4B	1.33225
CYP2R1	-0.85325
RFPL1	0.0554
XPO5	-1.0735
ARL6IP2	-1.565
OSBPL5	0.49325
MMP9	4.01872727272727
KIAA0802	-0.386875
DHRS2	-6.64783333333333
SGEF	0.86475
TXNDC10	-0.5319
EXOC6	-0.01125
RPS27	1.01766666666667
PNCK	-0.619
FSTL1	-2.2925
AACS	2.05175
SLMAP	0.3245
SAMD4A	-1.1205
ABRA	0.02675
SMARCD3	-0.746
PKNOX2	-1.5425
A4GNT	1.241
C9orf39	0.128
RALYL	1.077
MGC33556	-5.576
C10orf25	0.203
BBOX1	2.48275
NHEDC1	0.23975
XDH	2.0515
GCSH	-0.799
EDN1	1.28066666666667
MTERF	-0.85025
CLK4	-0.9595
ZNF799	0.9055
KCNG1	-2.63525
CXCR4	-2.10983333333333
PTPRR	-1.182
IRAK1	-1.266625
LOC401397	0.298
TMSB10	1.093
CXCL3	-0.163
TMC4	2.62575
OR7A10	1.6745
STYK1	1.93725
CHRNA10	-0.2585
CCNI	0.04825
EP300	0.381285714285714
LOC165186	0.729833333333333
HIC2	-2.94025
SDR-O	-0.4125
OR2W1	1.159
KCNA6	0.8
TRIM74	-2.1325
REEP6	-2.344
ATP5G2	0.30975
ERG	0.995571428571428
TMEM42	1.007
PARN	0.692833333333333
SOD2	1.102125
DIRAS1	-1.41916666666667
PNPT1	-1.09275
JOSD3	-1.1735
hCG_40738	-0.022
PDE1C	-0.33675
SEMA4D	0.013375
AGPAT1	-0.289166666666667
NOSTRIN	0.689
MAP3K3	-1.87433333333333
MAX	0.702428571428571
CAPS	5.694
SERPINA12	-0.7045
OSBPL8	-0.0625
RICS	0.5695
NR4A2	2.3205
PPCS	1.89433333333333
LONP1	-0.85775
SCYL3	1.821
HERC2P2	-2.5615
FIBCD1	-0.5445
C15orf41	-0.28725
DMC1	-1.0018
C20orf27	-1.55975
RPS6KA5	0.5634
FAHD1	0.303833333333333
SLC12A4	-1.56425
BRCA1	-1.40118181818182
GBL	-0.40725
SLK	-0.5325
NUDT9P1	-1.7125
NOXO1	4.1915
USP52	-1.88075
BAZ1B	-0.967875
SLCO2B1	-0.01625
BBS12	0.483833333333333
LRGUK	-0.9754
TERF2IP	0.14025
COL1A1	1.51
KIAA0090	0.7225
GRK5	-0.825333333333333
AP1S2	-1.34066666666667
TMEM52	-0.618
CA11	-1.28675
OR4A15	0.6055
ACBD3	1.984
SPAG11B	-0.089875
PRDM2	0.46
FOXP3	-0.3145
SMYD3	0.5066
LOC389199	1.3445
LGI2	-0.450666666666667
NAPE-PLD	0.5495
ANKRD6	0.718
WDR45	0.1405
SHROOM1	-0.6305
PSCD3	-0.7475
PYY	-0.124
KCNC1	-0.679
ARHGEF9	1.0594
OR8J1	1.003
GPR55	-0.316
NS3BP	-0.7085
C10orf22	-0.206666666666667
NAT8L	-3.30875
DUSP4	-0.248
FOXM1	-2.049
GRAMD2	0.6882
ZBTB48	-0.779666666666667
BUD31	-0.0815
PABPC5	0.311
CCDC41	-0.2685
FBXO11	-0.149083333333333
C6orf148	-0.26725
RFXAP	0.01
C6orf15	1.89
CDK8	-0.399666666666667
C6orf70	0.60275
TESSP2	0.8055
ALG2	1.618
PPP1R3D	1.324
TPM3	0.646611111111111
SYT13	-2.218
EPB42	-0.7038
CETN3	-0.2875
PRY	2.7495
NTHL1	0.0355
POLR2B	0.037
RPS28	0.04525
P2RX3	0.30825
LYZL4	0.18525
WBP4	0.1286
PMM1	0.43675
C11orf79	0.46575
CBLL1	-1.4855
IL1F10	1.81016666666667
VAX2	-0.37
SETDB1	0.559
LRAP	0.0631666666666667
GCLM	-0.867
CPEB3	2.069
PPM1A	0.4300625
INTS1	-0.38625
CAMTA1	0.360333333333333
SAMSN1	-3.881
LOC158830	-3.0386
GMPPA	0.014125
AIPL1	-0.444
IL24	-0.290444444444444
BDKRB1	-3.29566666666667
MLF1	1.1261
TAF12	-1.59825
ID1	-1.7445
THADA	0.141125
PIK3CB	-0.442
OR4N5	1.105
TBC1D17	-0.541166666666667
COX8A	-0.20675
CDCA4	-0.43825
C2orf44	-0.3445
ZNF534	-1.037
IMMP1L	0.94625
NIPSNAP3B	0.0867142857142857
FTMT	0.14825
PWP2	-0.664833333333333
MMP15	0.0292
DNAH11	1.11325
MTMR14	0.30625
DNAL4	0.41
IPP	0.1025
TMEM59	0.656625
C1orf157	0.0325
RGS4	0.252666666666667
DDX18	0.0705
SNX6	0.203
ZNHIT2	0.740666666666667
NCDN	-0.536
FLJ33534	0.85575
RAG1	-1.742875
OR4D10	0.4175
PTPN5	-0.329666666666667
POMT1	0.439875
LRRC8A	-0.26
CYP1A1	-0.68825
CAPN1	0.1945
DDHD2	-0.0085
GRIK2	0.20375
GNRHR	0.1215
PPBP	2.179
HTR3A	-0.256125
SLITRK4	-3.4735
ANKRD49	-0.19475
BTF3	-0.2692
SARS	-0.9475
C13orf18	-0.9992
CACNB1	-0.305692307692308
QKI	-0.281421052631579
SETMAR	0.0732857142857143
MAN2B1	0.8735
EML3	-1.2495
ACADL	1.9976
OFD1	0.11325
DEFB114	-0.5385
CGA	-3.096
PEX16	0.098
LRRC10	-0.502
GNG12	0.511
C1orf152	0.0165
CHRM1	0.811
CD53	-1.664125
DBH	-0.3565
TFAP2B	-0.51675
HIST1H2BJ	0.00266666666666668
FAM46D	-0.622
TMEM11	0.358
C3orf32	-3.2735
PCCB	-0.113875
IPO13	-0.307125
C6orf105	-4.71625
COMMD5	0.56475
SUV420H1	-0.1557
LTBR	1.5505
ARHGAP15	-1.6245
HDHD2	-0.162
TDRKH	0.693
LOC401052	1.161
PSG4	-0.5765
GNB4	-1.36844444444444
SPATA4	1.43075
SLC9A3	0.291
OSBP	1.5535
NBPF3	-0.0613333333333333
DOCK11	-0.1925
SLC39A5	-1.92366666666667
PRR5	1.0764
C10orf63	2.199375
SMTNL2	0.0849999999999999
ADRA1A	-0.571666666666667
ASAH1	1.382
DOM3Z	-0.5226
GIPR	0.4965
AHI1	-0.314166666666667
NADSYN1	0.383666666666667
RGS14	-0.0123
IL18BP	-0.47
RTN4RL1	-1.01158333333333
ARMC6	-0.54175
PSMD5	-0.0596666666666667
HK3	0.2661
OR4S1	1.58125
RSU1	0.6973
MAD2L1	-1.40211111111111
EIF4A3	-0.803
DLEC1	0.2442
E4F1	-0.498
CHMP2B	0.9639
CAMSAP1	2.43125
RPS21	-0.975333333333333
ARID5A	-1.218
UBE2N	0.0884
IGSF8	0.347833333333333
MAGEB6	-0.211
ACAD11	-0.3544
MGC4172	-0.27075
LMO4	0.4785
KLKB1	0.731
HP	2.7995
HDAC3	0.06525
SCHIP1	-0.9125
CLCA1	0.81
OLFML2A	0.088125
C1orf112	-0.783
KIF19	0.872777777777778
HAPLN4	0.1444
CXCR7	-1.10533333333333
GOT2	0.1041
RAB38	-0.662875
DCX	0.102
PPM1H	2.51416666666667
NFYC	0.971916666666667
KIN	0.42325
ZNF228	0.26125
PLSCR4	-0.164333333333333
HIG2	1.666
FAM79B	6.3805
C21orf86	-1.1789
KCNK10	0.0123333333333333
ZNF738	-1.017125
FSTL5	2.40125
OR6A2	-0.451
OTOA	-0.0812
EXOC1	0.1665
AHRR	-3.06728571428571
PDAP1	-1.27883333333333
C19orf6	-0.394125
ZAN	0.1305
LY6G6E	0.1855
EIF4E2	0.3955
C20orf198	-0.67975
ZNF324	-0.15075
CYP3A5	-1.006
ENTPD7	2.8905
MBOAT5	-0.0911666666666667
GJB5	-0.38925
TTC13	1.304
S100Z	-0.399
KIAA0664	-0.795166666666667
PDGFRB	0.513333333333333
IL17D	-3.20075
OR56B4	1.0115
RDX	-0.8925
SLC34A3	0.386
IL28B	0.673
JUND	1.226
CHRNB1	-0.412125
CAMK2B	-0.266
FETUB	0.003
CXorf23	0.891875
MRTO4	-0.917625
TTC3	0.4689
NDUFB8	0.3205
EDG2	-0.0405
SEMA3G	0.60075
IL23A	-0.6735
GRHL1	0.89025
LOC441054	0.5505
WDR65	0.416
PSTK	-0.20625
STOML3	1.17683333333333
R3HDM2	-1.2954
C5	-2.92733333333333
SLC2A10	0.777166666666667
C3orf22	0.30575
PAQR3	-0.372769230769231
ANKRD26	-1.39366666666667
HCRTR1	-0.0225
LOC399947	1.88133333333333
PSD2	0.633
TIGD2	1.13133333333333
SCRN1	-1.358125
COQ10A	-0.90975
DDI2	-0.8745
METTL7B	0.0718333333333333
UCN2	1.04475
FAM92A3	-0.850333333333333
WDR16	2.73975
ZNF511	2.11783333333333
ZMYM5	0.204875
POLR3G	-1.92225
ZNF586	0.66825
C1orf49	-0.1066
TANK	0.291833333333333
RCAN1	2.21883333333333
PELI3	0.234
LIMD2	-0.541363636363636
TMEM189	-0.977
NTN4	-4.102
LOC151300	0.831
CLEC2A	0.693
GPR135	-0.215125
DPYSL4	-3.2292
JAK2	-0.874166666666667
TSHZ1	3.08533333333333
TM9SF4	-0.357
ZNF264	1.07925
SIRPG	0.084125
BICD1	0.51425
HERC6	1.5695
METTL5	-0.2075
CASP1	0.1135
PRRT1	-1.014
PLA2G4C	1.15516666666667
ICA1L	0.409071428571428
TPTE2	0.69325
OTUD7A	1.40216666666667
AQP11	-1.45775
APOA2	-5.41777777777778
KALRN	-0.317444444444444
SECTM1	0.317916666666667
IFNAR1	-0.1875
TALDO1	0.10425
RAB11FIP4	0.539583333333333
EIF5A	-0.654
FAM49A	0.251
NEGR1	0.400666666666667
YTHDC2	1.062
EHD2	-2.34625
NCF1	0.2534
SCRT2	1.7265
HOXA5	-0.349333333333333
NUP133	0.2595
FGF12	-0.0699333333333333
SLMO2	0.12375
SNTA1	-0.98525
CACNG2	0.862625
GCM1	0.59425
ELF1	0.273
TLR5	4.228
TCFL5	-1.06625
RBMY2FP	-0.8645
LOC100125556	0.625142857142857
FAM129B	0.879875
MAP3K7IP1	-1.03375
NCK2	-0.1395
OXA1L	-0.6725
FMO9P	-0.092
ZSCAN12	0.412666666666667
PSMD12	-0.349916666666667
HSCB	0.18175
CLDN10	-2.18175
MGC13053	0.258
HPCAL4	-0.208166666666667
ASZ1	-0.2295
MEX3D	0.310166666666667
NFAT5	-0.7294
CSPG4LYP1	-0.414166666666667
FBXO3	0.778
DVL1	-1.49316666666667
CMKLR1	0.235
TYMS	-3.068375
PEF1	0.54625
ZNF750	-0.567833333333333
MCM5	-0.753
MEGF11	-0.09825
KCNK7	-0.2065
PTP4A3	-0.2775
C1QTNF2	-2.0265
OR6S1	0.632
FAM122B	-1.8605
ZNF551	-0.578
HBQ1	-1.756
GEMIN6	0.20425
ARSK	0.88
RBP7	4.69533333333333
CPNE9	1.167
DSC1	1.533
LOC730112	-0.23925
MAP2K4	0.633625
HS3ST5	null
EPB41L3	-1.858
TEKT2	2.84075
CDKN2B	-0.101090909090909
ZNF480	-0.12625
MAP3K6	0.2929
MAP6	1.454
HN1	0.5704
OR2L13	-0.3344
SLC16A11	0.23675
FAM96A	-0.50675
APOL1	-0.7
C5orf32	-0.30975
RTP1	0.2585
RNF175	-0.339
ZBTB41	1.237875
AHCTF1	0.6471
SAE2	-0.6668
ITGA2	0.122818181818182
MME	-1.54225
CCDC14	-1.8465
MAST4	0.414714285714286
KRT33B	-0.0845
KCTD2	-0.253666666666667
WDR26	0.913916666666667
MFI2	0.02025
NR4A3	0.637571428571428
ARSA	1.17075
UNKL	-0.3315
SULT6B1	0.194
CCNA2	-1.8055
SOX15	0.2645
PPAPDC1B	0.847916666666667
C19orf44	-0.3345
MCAT	0.88075
ARID1B	0.489
OR52N1	0.651
C12orf48	-1.13925
MAGI1	0.0695
NIPA2	-0.34375
GBX2	-0.46075
RSHL3	1.782875
RAVER1	0.704166666666667
C15orf17	-0.09775
SLC30A2	0.63325
ZNF518	0.54
PCYT1B	0.38625
C10orf114	-1.731
EIF3H	0.403666666666667
SLC25A39	-0.4455
KIF1B	-0.7465
AMOTL2	-0.69675
C6orf120	0.7185
PSRC1	-1.38875
PLA2G10	3.11975
KIF5C	0.46125
MRPL37	-0.3905
C17orf62	-0.227
C9orf135	0.1684
DUSP10	0.3375
CLCNKB	-0.241
PSMA5	0.059
C8orf53	0.74725
AMPD3	0.675666666666667
PIAS1	-0.63575
ADCYAP1R1	0.042
GYLTL1B	2.67275
CDH20	-0.2448
FBXO7	-0.485
TMEM134	0.860666666666666
FLJ14213	0.217166666666667
ZNF3	-0.02275
LRRFIP1	-0.0867083333333333
CNOT2	0.178833333333333
ABI3	0.67375
ALDH5A1	-0.186333333333333
HNT	0.135222222222222
SERPINA4	-0.948
TK2	0.7145
STMN1	-0.811555555555555
GUCA2A	1.734
GALNT10	0.508571428571429
DPP6	0.00944444444444447
C9orf93	0.711875
PRELID2	-1.055875
STK39	0.268
SFTPA1	-1.01
CKS2	-0.651111111111111
RHO	0.229
C20orf135	-0.28725
XKR3	-1.4975
CR1	0.294666666666667
RPS6KA2	0.757357142857143
C20orf112	0.40925
MRPL22	0.02925
C4orf23	0.143166666666667
GADD45B	-0.83375
KLHDC1	0.3908
C2orf48	1.5065
ZNF287	-0.105
DAAM2	-3.03225
DPPA2	-1.68275
TCTN3	0.2365
DNAJB11	0.518875
FPR1	1.2945
DEFB4	4.5325
PTCD2	-1.1509
SMOC2	5.81766666666667
CABP7	2.48975
SERPINB11	1
MAGEF1	0.75825
NDE1	-0.2325
ITGA10	-0.075
FSHB	-0.5465
ANXA2	1.163625
HORMAD2	-0.12675
HLCS	0.22175
MCF2L	1.28733333333333
FH	0.710375
TBC1D24	0.88225
KIAA1505	4.00375
LGALS2	-2.6105
CNBD1	null
SYNPO2L	-0.14925
PTPN23	0.0129285714285714
C1orf183	-0.257666666666667
MAGEA8	-1.588
DGCR8	-1.602
GSR	-0.13575
PAQR7	-0.3515
ZNF676	-0.408
CACNA1C	-0.705888888888889
SP7	3.7335
PDCD6	-1.027
NRN1L	-0.8825
BRI3BP	1.21381818181818
KIAA1183	0.1515
ASB4	1.12775
CCL23	0.082125
OBSL1	-3.843125
SLC12A7	0.0191666666666666
KIAA0240	0.240375
CD1B	-2.841
FCGR2A	-0.69925
MDC1	-1.29025
HTR1A	-0.00766666666666668
OCEL1	-0.1845
ATP11B	0.0692666666666667
FBXO34	0.104666666666667
PCDH12	1.41066666666667
RPE	-0.254
C17orf74	-0.3805
CSDC2	0.998166666666667
PET112L	0.6815
TMBIM1	-0.29375
P2RXL1	-0.49625
TCHP	-0.7495
TRMT1	-1.22116666666667
F2RL2	-1.10316666666667
LRRC32	0.441666666666667
IMPG2	4.117
BGLAP	0.618
LOC493869	0.382083333333333
MRAS	0.609875
SLC35F5	0.2645
CBWD1	-0.086
AXL	-4.4256
ATP2C2	4.075
TELO2	-1.03175
PNPLA3	-0.16925
PCDHB14	0.71
CD276	0.4485
KRT80	-1.67475
DUSP28	1.055
CSNK1E	-0.268916666666667
SRP14	0.101
KCNQ4	-0.547
KRT72	-0.048
CCDC117	0.833375
C6orf89	-0.275333333333333
TUBB2B	-1.26983333333333
RTN4IP1	0.40225
CR1L	-2.6112
CEND1	0.07025
C12orf41	-0.493
RNF31	-1.01275
UBN1	0.1245
C17orf32	0.782125
SLC5A7	0.41325
GPR92	0.179
ESAM	0.5048
CTNNA1	0.346166666666667
HRBL	-0.1669
CBX4	-0.65275
TMEM182	1.2895
SH3TC2	-0.877666666666667
IL10	0.1752
PXMP4	0.109
RNF167	-0.5809
PAK7	0.834333333333333
ETV3	-0.2145
ATPIF1	1.1565
LOC554207	-0.591833333333333
OR8H1	1.01166666666667
WDFY3	0.826375
DPM1	-1.40875
GPSM1	-0.2675
WDR92	0.2671
LRP1	0.378
ANKH	-1.957375
THUMPD3	-0.62025
POLR1B	-0.4235
OLFM4	1.62466666666667
RAD9B	-0.40025
TSPY2	-3.2125
PAX6	0.232333333333333
SCG2	-1.8545
SLC17A6	0.791333333333333
FMO3	-0.0828333333333333
PADI4	-0.0547142857142857
TUBB4	-1.56622222222222
NLK	-0.2515
POU4F3	0.709
SDF4	0.0945
ITGBL1	-0.8245
NETO1	-1.26925
TAP2	-0.175
ABBA-1	-0.132181818181818
GNAI1	1.44125
VPS4B	0.533
NOPE	-1.1646
GALNT6	2.4015
SESN1	0.915625
GBE1	0.055
CLASP1	0.15125
RASGEF1B	0.636125
ACOT11	0.455461538461538
AFAP1	0.134
OR2H2	0.43475
DPY19L2P1	-0.6315
DZIP1	-3.72925
SEC22C	-0.084
GPR161	-0.656166666666667
RNF146	-0.207
WDR74	-1.15275
GALP	-0.5815
PURA	0.8145
DNPEP	0.291583333333333
RP11-78J21.1	-0.48675
ERBB2	1.070625
FANCM	-0.88375
NEO1	-1.98383333333333
DDX3Y	-2.7882
RPS3A	0.5415
MXRA7	-0.817857142857143
LGALS3	-0.0568333333333333
GLT8D1	-0.4655
CFL2	-1.35983333333333
UPB1	0.2505
NAP1L5	0.364375
CLDN14	0.46125
DHX38	-0.247
BTBD1	0.1575
TARS2	1.25416666666667
ABCF1	-0.9577
FCF1	0.4884
LRRC49	1.35475
GUCY1B2	-0.9155
C1orf177	-0.3
SMARCA4	-0.315285714285714
LRP8	-2.63483333333333
TAGLN3	-0.587666666666667
MRPL14	-0.2535
TTRAP	-0.509
ZDHHC20	0.93825
NFE2L3	-0.14575
KIAA1377	-0.48
PALMD	2.154
TMEM43	-1.26375
TTL	-1.7195
STAT5B	-1.6228
SSB	-0.906875
OR10H5	-0.054
SLC22A13	1.42633333333333
AKAP3	0.28025
TIMM23	0.299
OAS2	0.682916666666667
KIAA0423	-0.987
TRIM11	1.44066666666667
GLIS3	3.652375
TMEM50B	0.270666666666667
ARHGEF4	-0.062
DEGS1	-0.840727272727273
TBL1XR1	0.7569
G6PD	-2.77875
SP140	-0.072
MUC17	0.0161538461538461
NUDC	0.1814
DNAJC5B	0.049
SCARA3	-0.989833333333333
CPA3	0.327666666666667
BCAT2	-0.6185
MFN1	0.1657
NRG3	-1.1505
SNX11	1.14075
PLEKHH1	-0.324166666666667
GPR177	0.0638333333333333
HCFC2	-0.07025
TCAP	-1.331
MOCOS	-2.20025
C14orf93	-0.54075
PRDM10	-0.367333333333333
SLC16A4	-0.682666666666667
SRGAP1	0.157
VIP	-0.30375
DUSP27	-0.00120000000000002
LILRA1	-0.475125
MC2R	-0.126
MGC24103	-4.3935
MBTD1	-0.443
FUT11	0.624333333333333
USP33	0.5132
C15orf39	-1.69375
MAP3K12	-1.24725
PAAF1	-0.181666666666667
BARHL1	0.9535
FLJ16165	0.928
PIWIL2	-2.0905
SYNE1	-0.4529
CMTM4	0.375125
TSPYL1	0.6091
GUF1	0.681166666666667
TMEM157	1.534
WDR44	-0.5155
HIST1H3C	-0.01675
DKFZp666G057	1.5435
RNPEP	1.18575
GAS2L2	0.755833333333333
ADH4	-2.581
GRPR	-0.571333333333333
FBXL17	1.639
ZBTB10	0.8695
Gcom1	0.347647058823529
HTRA1	-0.4711
ZNF585A	0.861333333333333
SLC26A2	3.05085714285714
OTOP3	-0.232833333333333
WISP1	-0.0786666666666667
ATP2B4	-0.406833333333333
FLJ10769	0.42925
CRAMP1L	-0.635625
CHST12	-1.7845
RAB22A	0.444
TARDBP	-0.348142857142857
STAU1	-0.364
CRB3	2.8945
MIG7	-0.81875
CHMP1A	0.077
ZNF160	0.205875
B3GALT6	-0.353375
BARX1	-0.6265
C6orf167	-0.8990625
NXNL1	1.166
DHX29	0.328625
HADHB	-0.14775
PLXNB2	0.7325
ILDR1	-2.02825
SLC15A3	-0.264
GAS2	-0.193666666666667
C20orf69	0.49825
NUMB	0.17575
TNIP1	0.72075
MESP1	3.30716666666667
PSKH1	0.92425
NSFL1C	0.174625
RHOG	-0.82825
HEY1	-2.67466666666667
KNG1	-0.82275
ITGAX	0.7505
LIN9	0.395833333333333
CANT1	0.88
XRN1	0.086076923076923
CCDC96	1.19111111111111
HEATR6	-1.2175
GNG7	-0.225
RUNX2	-0.4194
SOX1	-0.0498333333333334
FCRL5	0.737
ZNF99	-0.249375
FAM9A	null
SNX22	0.47
MBNL3	-0.2035
ODC1	-0.6099
ADORA2B	0.554
NR2F6	-0.682
ZFYVE16	-0.4615
SYNJ2BP	0.7297
POLE	-1.358125
E2F2	-0.521875
THRA	-0.700833333333333
PTGES2	-0.5035
HIP1R	1.05733333333333
TMUB1	-0.963333333333333
ENO3	-2.7875
RSPH10B	0.3595
CXorf39	1.059125
IRGC	-0.18825
GPR109B	-2.73625
FLJ13305	-0.151
LCE3A	-0.5185
TNFRSF18	-1.8665
DET1	-0.676
TRPM3	0.234454545454545
C16orf79	-2.8215
FECH	0.204833333333333
RAP2A	-0.0601666666666667
CRIP1	2.18033333333333
AZIN1	0.095625
SLC7A7	0.83375
IL10RA	-0.1013
TMEM64	-1.0805
CDC42EP4	0.4465
C16orf58	0.0357
ARG2	-0.87025
POU5F1P4	-5.15225
FAM62B	-0.40375
DNAH8	-0.181375
ASH2L	-0.24275
TSLP	-1.38183333333333
CNTNAP5	0.681833333333333
TMEM16C	0.357666666666667
IFNA14	0.177
SLC1A3	-1.0995
CABYR	2.0425
BCL7B	-0.3074
NUDT13	-0.3895
C13orf28	0.2385
C1orf53	0.51825
ARL6IP4	0.0808
RPL35A	0.31925
EMR3	0.174
RAB40C	0.212416666666667
SLC41A1	0.1305
LRCH1	0.59425
LY6G5B	-0.816
FAM124A	-0.200538461538462
MGC10981	0.127
CLIP3	-0.9864
MAP4K2	0.827
CHIC1	-0.08175
SULF1	0.694166666666666
C20orf30	-0.0102857142857143
PRDM5	-1.609
ELOVL1	-0.2865
C11orf48	-0.169125
SLC39A10	0.37025
KCNV1	0.112333333333333
ACP1	-0.2486
ZMYM2	-1.508
B3GNT6	0.448
C9orf69	-1.06
C2orf15	1.213
C20orf166	2.201
HSP90AA6P	0.3555
EDG7	-0.0865
NEURL	-0.343125
LPL	-1.83533333333333
CLEC2D	-0.670571428571429
GRRP1	0.835
CD8B	-3.3241
HIST1H3D	0.275333333333333
SLC6A12	0.130875
FAM27L	0.1525
CD84	1.00033333333333
RASA1	-0.756
PHKG1	0.2045
MAGEA11	-0.611
IMPA1	-1.1902
NPM3	-0.48925
RARRES1	0.49625
SH3BP1	0.276375
B3GNTL1	0.000499999999999999
ARPC5L	-0.2745
KLHL26	0.04825
SIM2	-0.270375
GJC1	0.5365
C20orf194	0.27925
EXO1	-1.32025
SLC2A2	-0.845666666666667
LOC285074	-2.11875
LRG1	3.40975
KIRREL	-0.408
PIK3R1	2.28328571428571
C4orf34	0.11
MAF	-2.69777777777778
ADCY4	1.39983333333333
ZMIZ2	-0.0607
SLC46A3	2.9766
STAMBP	0.531666666666667
CCDC16	0.99
MS4A12	-0.2075
TCF20	0.305
LRRC46	2.236
C20orf152	1.54166666666667
MRPS6	-0.374875
ABCB11	-0.116
KCNC2	0.0514
CDH19	-0.840666666666667
C9orf123	0.7125
SSH3	0.18325
LDLRAD1	1.39675
