Hybridization REF	TCGA-AP-A05J-01A-11R-A00V-07
TESSP2	-0.7905
ALG2	0.08075
PPP1R3D	0.3165
TPM3	0.146166666666667
SYT13	3.896
EPB42	-0.977166666666667
CETN3	-0.5605
PRY	0.2785
NTHL1	0.629333333333333
POLR2B	-0.462
RPS28	-0.331333333333333
P2RX3	0.60925
LYZL4	1.03
WBP4	0.2303
PMM1	-2.67275
C11orf79	0.168
CBLL1	-0.5575
IL1F10	0.804
VAX2	3.424
SETDB1	0.9235
LRAP	-0.920166666666667
GCLM	-1.52683333333333
CPEB3	0.7795
PPM1A	-0.2018125
INTS1	-1.07025
CAMTA1	-0.342272727272727
SAMSN1	-4.8595
LOC158830	-2.81733333333333
GMPPA	-0.442875
AIPL1	0.327
IL24	-0.279454545454545
BDKRB1	-2.4735
MLF1	1.0553
TAF12	-1.835
ID1	-0.128875
THADA	-0.071
PIK3CB	-1.476
OR4N5	0.151
TBC1D17	0.4795
COX8A	0.48275
CDCA4	-0.18675
C2orf44	0.051
ZNF534	-0.05975
IMMP1L	0.42475
NIPSNAP3B	0.1745
FTMT	0.147875
PWP2	-0.454166666666667
MMP15	1.0345
DNAH11	0.187
MTMR14	0.3835
DNAL4	0.08
IPP	0.52
TMEM59	-0.173
C1orf157	0.9785
RGS4	-0.302833333333333
DDX18	-0.119
SNX6	-0.50025
ZNHIT2	2.27416666666667
NCDN	0.4695
FLJ33534	1.25425
RAG1	-2.24628571428571
OR4D10	0.7575
PTPN5	-0.344666666666667
POMT1	0.014125
LRRC8A	0.3917
CYP1A1	-1.29875
CAPN1	1.34683333333333
DDHD2	0.08675
GRIK2	0.455
GNRHR	0.573
PPBP	2.5505
HTR3A	-0.4585
SLITRK4	1.6855
ANKRD49	-0.2575
BTF3	-0.3654
SARS	-0.652
C13orf18	-0.591666666666667
CACNB1	-0.160571428571429
QKI	-0.740454545454546
SETMAR	0.137125
MAN2B1	0.678833333333333
EML3	-0.42475
ACADL	3.1255
OFD1	1.000625
DEFB114	-0.3855
CGA	-4.1884
PEX16	0.158
LRRC10	0.026
GNG12	-1.4105
C1orf152	-0.604333333333333
CHRM1	0.4925
CD53	-2.449
DBH	-0.84825
TFAP2B	-3.668875
HIST1H2BJ	-0.2755
FAM46D	1.2725
TMEM11	0.06525
C3orf32	-3.44325
PCCB	-0.067875
IPO13	0.706125
C6orf105	-5.31025
COMMD5	1.224
SUV420H1	0.1045
LTBR	1.7045
ARHGAP15	-3.51375
HDHD2	-1.1985
TDRKH	0.185166666666667
LOC401052	0.443
PSG4	-1.741
GNB4	-3.269
SPATA4	-0.365
SLC9A3	0.17
OSBP	0.253
NBPF3	-0.221666666666667
DOCK11	-1.2905
SLC39A5	-1.635
PRR5	0.8563
C10orf63	1.847875
SMTNL2	3.5505
ADRA1A	0.223333333333333
ASAH1	-0.5542
DOM3Z	1.2539
GIPR	0.730333333333333
AHI1	-1.50033333333333
NADSYN1	0.155666666666667
RGS14	0.4899
IL18BP	0.2412
RTN4RL1	-1.58308333333333
ARMC6	-0.051
PSMD5	-0.544333333333333
HK3	0.7924
OR4S1	0.57775
RSU1	-0.013
MAD2L1	-2.29355555555556
EIF4A3	-0.21275
DLEC1	-0.182833333333333
E4F1	0.609333333333333
CHMP2B	-0.6209
CAMSAP1	-0.57475
RPS21	-0.777166666666667
ARID5A	0.932
UBE2N	0.5471
IGSF8	1.457
MAGEB6	-1.0525
ACAD11	-0.8555
MGC4172	-0.906
LMO4	1.40175
KLKB1	-0.268
HP	-0.4405
HDAC3	-0.10475
SCHIP1	1.1165
CLCA1	0.112
OLFML2A	0.482
C1orf112	-1.31475
KIF19	1.16616666666667
HAPLN4	1.0102
CXCR7	1.50416666666667
GOT2	-0.7302
RAB38	-1.686375
DCX	0.21075
PPM1H	0.959333333333333
NFYC	1.16525
KIN	0.71225
ZNF228	1.28775
PLSCR4	-1.118
HIG2	-0.077
FAM79B	2.3705
C21orf86	-0.2859
KCNK10	-0.164
ZNF738	1.02625
FSTL5	-0.715833333333333
OR6A2	1.1
OTOA	0.622166666666667
EXOC1	-0.355875
AHRR	-1.186125
PDAP1	-0.0223333333333333
C19orf6	-0.574125
ZAN	0.63175
LY6G6E	-0.199
EIF4E2	0.631
C20orf198	-0.18825
ZNF324	0.6855
CYP3A5	-3.87283333333333
ENTPD7	3.43383333333333
MBOAT5	-0.0931666666666667
GJB5	-1.4645
TTC13	-0.06575
S100Z	-1.57283333333333
KIAA0664	0.771333333333333
PDGFRB	1.49266666666667
IL17D	0.403
OR56B4	-0.0425
RDX	-1.652
SLC34A3	0.925
IL28B	0.265
JUND	1.4235
CHRNB1	0.084
CAMK2B	1.449
FETUB	-2.65625
CXorf23	1.254625
MRTO4	-1.114375
TTC3	0.6288
NDUFB8	1.39833333333333
EDG2	-1.57
SEMA3G	0.72625
IL23A	-1.799
GRHL1	0.3374
LOC441054	-1.9915
WDR65	0.978
PSTK	1.251
STOML3	0.551
R3HDM2	-0.4214
C5	-3.02875
SLC2A10	-0.906166666666667
C3orf22	0.69325
PAQR3	-1.81138461538462
ANKRD26	-0.691416666666667
HCRTR1	0.152
LOC399947	2.6705
PSD2	0.325
TIGD2	-0.721833333333333
SCRN1	0.474875
COQ10A	-0.27675
DDI2	-0.111
METTL7B	0.290166666666667
UCN2	0.81625
FAM92A3	-0.40275
WDR16	-0.30875
ZNF511	1.43966666666667
ZMYM5	-0.597
POLR3G	-2.734
ZNF586	0.13825
C1orf49	0.207166666666667
TANK	-0.103666666666667
RCAN1	-2.39
PELI3	1.53666666666667
LIMD2	0.75525
TMEM189	1.4375
NTN4	-0.121125
LOC151300	0.328
CLEC2A	-0.572
GPR135	-0.72175
DPYSL4	-2.9453
JAK2	-1.39683333333333
TSHZ1	1.14566666666667
TM9SF4	1.63675
ZNF264	0.641333333333333
SIRPG	0.55425
BICD1	1.122
HERC6	2.60066666666667
METTL5	-1.21
CASP1	-1.1905
PRRT1	-0.920833333333333
PLA2G4C	-0.2745
ICA1L	-0.0386428571428571
TPTE2	0.07925
OTUD7A	1.03616666666667
AQP11	-1.7105
APOA2	-4.8901
KALRN	1.1978
SECTM1	0.014
IFNAR1	0.07625
TALDO1	0.796875
RAB11FIP4	2.53291666666667
EIF5A	-0.3825
FAM49A	1.5235
NEGR1	-0.546166666666667
YTHDC2	0.3515
EHD2	-1.63425
NCF1	0.7074
SCRT2	0.888
HOXA5	3.859
NUP133	-0.774
FGF12	0.2746875
SLMO2	-1.293625
SNTA1	0.597625
CACNG2	0.588142857142857
GCM1	0.74225
ELF1	-0.366333333333333
TLR5	1.31625
TCFL5	-1.365
RBMY2FP	-1.1215
LOC100125556	0.301375
FAM129B	0.666
MAP3K7IP1	0.220625
NCK2	0.89
OXA1L	-0.209
FMO9P	0.586
ZSCAN12	0.268
PSMD12	-0.328166666666667
HSCB	-0.25625
CLDN10	-0.153
MGC13053	-0.41875
HPCAL4	-0.2806
ASZ1	-0.622
MEX3D	0.1665
NFAT5	-0.1425
CSPG4LYP1	-0.0305
FBXO3	-0.3884
DVL1	-0.681666666666667
CMKLR1	0.7508
TYMS	-2.407875
PEF1	1.711
ZNF750	1.05716666666667
MCM5	-0.2306
MEGF11	3.6885
KCNK7	0.36
PTP4A3	1.3415
C1QTNF2	-1.43983333333333
OR6S1	0.514
FAM122B	-1.1505
ZNF551	-0.541625
HBQ1	-2.118
GEMIN6	0.21275
ARSK	-0.00675
RBP7	-0.929333333333333
CPNE9	0.99475
DSC1	-0.091
LOC730112	-0.23725
MAP2K4	0.536
HS3ST5	0.4525
EPB41L3	-2.74575
TEKT2	4.1865
CDKN2B	0.388583333333333
ZNF480	0.4745
MAP3K6	-0.0691
MAP6	2.18616666666667
HN1	0.4907
OR2L13	0.806
SLC16A11	0.99675
FAM96A	-0.953
APOL1	-0.66625
C5orf32	0.47425
RTP1	-0.161333333333333
RNF175	-1.071625
ZBTB41	-0.530625
AHCTF1	-0.1753
SAE2	-0.0369
ITGA2	-2.1206
MME	-3.06266666666667
CCDC14	-1.087
MAST4	-0.259692307692308
KRT33B	-0.6065
KCTD2	0.769666666666667
WDR26	-0.650416666666667
MFI2	0.7545
NR4A3	-0.796625
ARSA	0.52375
UNKL	-0.365166666666667
SULT6B1	0.746
CCNA2	-1.17516666666667
SOX15	-0.107
PPAPDC1B	-1.09191666666667
C19orf44	0.487
MCAT	0.849
ARID1B	-0.159375
OR52N1	-0.2515
C12orf48	-0.655
MAGI1	-0.320125
NIPA2	-1.01725
GBX2	-1.19075
RSHL3	0.33075
RAVER1	0.583333333333333
C15orf17	-0.13425
SLC30A2	2.294375
ZNF518	0.9315
PCYT1B	-0.894
C10orf114	-1.565
EIF3H	-0.139333333333333
SLC25A39	0.0293333333333333
KIF1B	-0.93575
AMOTL2	0.69875
C6orf120	-1.42128571428571
PSRC1	0.11925
PLA2G10	2.236125
KIF5C	1.58575
MRPL37	-0.3145
C17orf62	-0.517666666666667
C9orf135	-0.776166666666667
DUSP10	-0.1807
CLCNKB	0.677
PSMA5	-0.379
C8orf53	0.58325
AMPD3	-0.124
PIAS1	-0.2665
ADCYAP1R1	0.633
GYLTL1B	3.26375
CDH20	1.032
FBXO7	-0.85725
TMEM134	1.20233333333333
FLJ14213	0.953833333333333
ZNF3	0.54475
LRRFIP1	-0.253541666666667
CNOT2	0.849166666666667
ABI3	0.96625
ALDH5A1	0.0554166666666667
HNT	-0.6706
SERPINA4	-2.94366666666667
TK2	-0.549166666666667
STMN1	-0.733222222222222
GUCA2A	0.598833333333333
GALNT10	0.368357142857143
DPP6	-0.177052631578947
C9orf93	0.149875
PRELID2	-0.643375
STK39	-1.120375
SFTPA1	-1.1845
CKS2	0.139555555555556
RHO	0.575375
C20orf135	0.0615
XKR3	-2.6995
CR1	0.550125
RPS6KA2	1.62121428571429
C20orf112	1.7995
MRPL22	0.8325
C4orf23	0.819833333333333
GADD45B	0.061
KLHDC1	-0.1355
C2orf48	-1.0905
ZNF287	0.476
DAAM2	-1.472
DPPA2	-3.33933333333333
TCTN3	1.37816666666667
DNAJB11	1.340875
FPR1	-0.25075
DEFB4	0.2705
PTCD2	-1.4157
SMOC2	5.27316666666667
CABP7	1.71625
SERPINB11	0.34525
MAGEF1	1.1135
NDE1	0.244333333333333
ITGA10	-0.493
FSHB	0.11
ANXA2	0.543625
HORMAD2	0.8165
HLCS	0.572
MCF2L	1.69991666666667
FH	-0.440125
TBC1D24	1.27525
KIAA1505	4.80575
LGALS2	-3.16125
CNBD1	0.086
SYNPO2L	0.06775
PTPN23	0.117357142857143
C1orf183	-0.992333333333333
MAGEA8	-2.548
DGCR8	-0.309125
GSR	-1.11275
PAQR7	0.0475
ZNF676	-0.77575
CACNA1C	-0.784
SP7	-0.049
PDCD6	-0.5695
NRN1L	-2.2515
BRI3BP	1.08127272727273
KIAA1183	0.9705
ASB4	0.44475
CCL23	0.170666666666667
OBSL1	1.505125
SLC12A7	0.429083333333333
KIAA0240	0.522875
CD1B	-4.595
FCGR2A	-1.218375
MDC1	-1.13325
HTR1A	0.634166666666667
OCEL1	0.662
ATP11B	-3.03413333333333
FBXO34	0.583666666666667
PCDH12	2.94283333333333
RPE	-0.79975
C17orf74	0.462
CSDC2	1.08316666666667
PET112L	1.1845
TMBIM1	1.294125
P2RXL1	-0.1065
TCHP	0.88575
TRMT1	-0.612333333333333
F2RL2	-2.12409090909091
LRRC32	2.7845
IMPG2	0.6235
BGLAP	0.76875
LOC493869	-2.36708333333333
MRAS	1.559125
SLC35F5	-0.26875
CBWD1	-1.1205
AXL	-3.687375
ATP2C2	2.2965
TELO2	0.311
PNPLA3	-3.314
PCDHB14	0.42875
CD276	1.81
KRT80	-1.278875
DUSP28	-0.571
CSNK1E	-0.402666666666667
SRP14	1.6615
KCNQ4	-1.445
KRT72	0.160166666666667
CCDC117	0.184625
C6orf89	-0.177833333333333
TUBB2B	-1.05466666666667
RTN4IP1	-2.02125
CR1L	-3.1315
CEND1	1.814875
C12orf41	-0.379166666666667
RNF31	0.973
UBN1	0.6145
C17orf32	0.65675
SLC5A7	0.63975
GPR92	-0.780333333333333
ESAM	1.2466
CTNNA1	0.978166666666667
HRBL	0.2419
CBX4	-1.291
TMEM182	-1.361
SH3TC2	-2.493
IL10	0.332
PXMP4	1.5815
RNF167	-0.3333
PAK7	2.27183333333333
ETV3	0.3465
ATPIF1	-0.755666666666667
LOC554207	-0.8785
OR8H1	0.72975
WDFY3	1.103625
DPM1	-1.42675
GPSM1	0.537
WDR92	0.3425
LRP1	0.73
ANKH	-1.029375
THUMPD3	-1.399
POLR1B	-0.61575
OLFM4	5.43283333333333
RAD9B	0.44425
TSPY2	-4.6535
PAX6	0.245833333333333
SCG2	-4.5815
SLC17A6	0.59325
FMO3	-0.03225
PADI4	0.607
TUBB4	-0.127
NLK	-0.1565
POU4F3	-0.5685
SDF4	0.3375
ITGBL1	-4.877
NETO1	-2.079625
TAP2	-0.26825
ABBA-1	0.378416666666667
GNAI1	-0.38725
VPS4B	-0.4395
NOPE	-0.9613
GALNT6	1.95983333333333
SESN1	-1.650375
GBE1	-2.42711111111111
CLASP1	0.52725
RASGEF1B	0.960875
ACOT11	0.0777142857142857
AFAP1	0.5645
OR2H2	0.34875
DPY19L2P1	-0.747
DZIP1	-0.895
SEC22C	-0.455666666666667
GPR161	1.08858333333333
RNF146	-0.4135
WDR74	-0.257
GALP	0.3615
PURA	1.70325
DNPEP	1.07958333333333
RP11-78J21.1	-0.48875
ERBB2	2.322375
FANCM	-0.43775
NEO1	2.72966666666667
DDX3Y	-5.3288
RPS3A	-0.387875
MXRA7	0.560571428571429
LGALS3	-0.0885
GLT8D1	0.0445
CFL2	-1.972
UPB1	-0.03075
NAP1L5	-0.4555
CLDN14	-1.19525
DHX38	-0.97325
BTBD1	-1.30975
TARS2	0.600666666666667
ABCF1	0.2824
FCF1	-0.3915
LRRC49	1.668
GUCY1B2	-2.9285
C1orf177	0.034
SMARCA4	0.472357142857143
LRP8	-0.830166666666666
TAGLN3	-0.43125
MRPL14	0.336
TTRAP	-1.43625
ZDHHC20	0.72375
NFE2L3	-1.327
KIAA1377	-1.4585
PALMD	0.9326
TMEM43	1.02375
TTL	-0.809875
STAT5B	-1.20866666666667
SSB	-0.321625
OR10H5	0.672
SLC22A13	-0.3425
AKAP3	0.184
TIMM23	0.150333333333333
OAS2	1.48041666666667
KIAA0423	-0.1885
TRIM11	0.622166666666667
GLIS3	4.148625
TMEM50B	-0.110833333333333
ARHGEF4	1.786
DEGS1	-0.612727272727273
TBL1XR1	0.3663
G6PD	-1.0535
SP140	-0.2141
MUC17	0.363166666666667
NUDC	-0.4151
DNAJC5B	-0.492
SCARA3	1.41333333333333
CPA3	0.036
BCAT2	-0.492125
MFN1	-0.4936
NRG3	0.133
SNX11	0.368
PLEKHH1	0.474666666666667
GPR177	1.11116666666667
HCFC2	-1.52725
TCAP	-0.94425
MOCOS	-3.3325
C14orf93	0.226
PRDM10	-0.404166666666667
SLC16A4	-1.97291666666667
SRGAP1	1.61333333333333
VIP	-0.66875
DUSP27	-0.617333333333333
LILRA1	0.236555555555556
MC2R	1.583
MGC24103	-4.33025
MBTD1	-1.9005
FUT11	0.679166666666667
USP33	0.1626
C15orf39	0.873
MAP3K12	1.1655
PAAF1	-1.0445
BARHL1	0.29
FLJ16165	-0.2335
PIWIL2	-3.7665
SYNE1	-0.80925
CMTM4	-0.373375
TSPYL1	-1.5388
GUF1	0.156666666666667
TMEM157	0.6105
WDR44	-0.8775
HIST1H3C	0.146
DKFZp666G057	0.8715
RNPEP	0.0605
GAS2L2	-0.428666666666667
ADH4	-5.6275
GRPR	1.33133333333333
FBXL17	1.06375
ZBTB10	1.14166666666667
Gcom1	-0.132444444444444
HTRA1	1.0325
ZNF585A	0.456333333333333
SLC26A2	1.4115
OTOP3	0.367666666666667
WISP1	-1.00411111111111
ATP2B4	0.942833333333333
FLJ10769	1.00625
CRAMP1L	0.18125
CHST12	1.26225
RAB22A	0.52875
TARDBP	-0.409071428571429
STAU1	-0.41175
CRB3	3.10566666666667
MIG7	-0.9255
CHMP1A	-0.608166666666667
ZNF160	0.215625
B3GALT6	-0.046125
BARX1	-1.99416666666667
C6orf167	-2.0703125
NXNL1	0.223
DHX29	0.21375
HADHB	-0.526
PLXNB2	1.163375
ILDR1	-1.179
SLC15A3	1.62925
GAS2	-3.20883333333333
C20orf69	-0.342
NUMB	-0.7065
TNIP1	0.8795
MESP1	0.0398333333333333
PSKH1	0.1255
NSFL1C	0.26025
RHOG	0.46375
HEY1	-2.11866666666667
KNG1	-1.689875
ITGAX	0.8905
LIN9	0.476666666666667
CANT1	-0.085
XRN1	-0.564357142857143
CCDC96	0.432
HEATR6	-0.5485
GNG7	-1.40458333333333
RUNX2	-0.0663125
SOX1	0.8638
FCRL5	0.287555555555556
ZNF99	-0.33475
FAM9A	-1.1295
SNX22	1.0345
MBNL3	-0.834666666666667
ODC1	-0.2114
ADORA2B	-4.765
NR2F6	1.879
ZFYVE16	-0.669833333333333
SYNJ2BP	0.1429
POLE	0.018375
E2F2	-0.64225
THRA	0.480666666666667
PTGES2	0.41
HIP1R	2.06416666666667
TMUB1	0.149833333333333
ENO3	-2.32225
RSPH10B	1.16
CXorf39	1.30175
IRGC	0.288333333333333
GPR109B	-2.2285
FLJ13305	1.8985
LCE3A	-0.097
TNFRSF18	-2.20266666666667
DET1	0.4505
TRPM3	0.601333333333333
C16orf79	-0.302
FECH	-0.903333333333333
RAP2A	0.000666666666666678
CRIP1	2.28766666666667
AZIN1	-0.577375
SLC7A7	0.55425
IL10RA	-0.7791
TMEM64	-5.32675
CDC42EP4	1.1635
C16orf58	0.027
ARG2	-2.4945
POU5F1P4	-4.3655
FAM62B	-0.324625
DNAH8	-2.80366666666667
ASH2L	-0.2635
TSLP	-2.762
CNTNAP5	0.0333333333333333
TMEM16C	0.0165
IFNA14	0.1965
SLC1A3	1.2215
CABYR	1.27225
BCL7B	-0.05
NUDT13	-1.88133333333333
C13orf28	-0.01175
C1orf53	1.80225
ARL6IP4	1.6885
RPL35A	0.10075
EMR3	0.741666666666667
RAB40C	0.819416666666667
SLC41A1	-0.2345
LRCH1	0.33175
LY6G5B	-0.0325
FAM124A	1.87592857142857
MGC10981	-4.48283333333333
CLIP3	1.0249
MAP4K2	0.320166666666667
CHIC1	0.02225
SULF1	-0.487833333333333
C20orf30	-0.5185
PRDM5	0.151375
ELOVL1	-0.64325
C11orf48	0.616
SLC39A10	-0.668
KCNV1	-0.176
ACP1	-0.565333333333333
ZMYM2	-0.038625
B3GNT6	-0.0372
C9orf69	0.36225
C2orf15	2.31775
C20orf166	-1.366
HSP90AA6P	-0.5675
EDG7	3.9385
NEURL	-0.129625
LPL	-0.133833333333333
CLEC2D	-1.06492857142857
GRRP1	1.486
CD8B	-4.1079
HIST1H3D	0.197666666666667
SLC6A12	3.72625
FAM27L	1.183
CD84	0.15625
RASA1	-1.394
PHKG1	0.435
MAGEA11	-1.6815
IMPA1	-3.2622
NPM3	0.2175
RARRES1	4.068
SH3BP1	0.24275
B3GNTL1	-0.7495
ARPC5L	0.223833333333333
KLHL26	0.9325
SIM2	0.70775
GJC1	0.5375
C20orf194	-0.99275
EXO1	-1.39375
SLC2A2	-2.3608
LOC285074	-0.00825
LRG1	-1.54325
KIRREL	1.075
PIK3R1	1.93214285714286
C4orf34	-1.97525
MAF	-4.10147058823529
ADCY4	3.4375
ZMIZ2	1.0347
SLC46A3	-0.3655
STAMBP	0.00866666666666666
CCDC16	-0.3785
MS4A12	0.1435
TCF20	0.65
LRRC46	0.47675
C20orf152	0.65875
MRPS6	-0.956875
ABCB11	-0.21
KCNC2	0.920166666666667
CDH19	-2.27316666666667
C9orf123	-1.05616666666667
SSH3	1.83075
LDLRAD1	-1.236
CCBE1	-0.3655
ZNF135	1.716375
TAAR1	0.455
WFDC12	0.0175
CCDC42	1.946
FLJ12529	0.42625
PER1	-0.888166666666667
TIMM50	1.00916666666667
SMARCAD1	-0.637333333333333
FAM26C	0.568
TP53TG3	1.28933333333333
SH3RF1	1.3176
LMCD1	-0.91425
GPR63	-0.5095
FLJ21986	-3.83114285714286
AIFM3	-0.8095
MICAL1	-1.65533333333333
BLZF1	-0.6895
IQCA	5.649
PCDHGC3	1.3655
SAC	0.9715
BCL6B	1.64416666666667
DDO	-1.525
MARCO	1.6335
DCHS1	2.30883333333333
C1orf170	-0.304
CD200R1	0.251
C22orf15	-0.3695
SEPT11	0.843666666666667
ADNP	-0.121
UST	-3.0551
C13orf34	-0.636333333333333
RFFL	-0.217214285714286
APBA3	-0.624
C2orf60	-0.834125
CUTL1	0.6566
PMS1	-1.31425
ZNF689	-0.5925
EIF3E	-1.391
IL9	0.720666666666667
RPL31	0.000625000000000001
LY9	0.2428
ATP2B3	0.822
KDELR2	-1.30133333333333
TFCP2	0.86025
NLRP12	-0.761375
FLJ45422	0.568
TLE4	-0.8708
ZNF570	0.092
FLJ43806	-0.0255
TLK2	0.423625
CIR	1.48525
MARS2	0.5835
COL24A1	-1.63175
SDF2L1	0.371
HIBADH	-1.15166666666667
IGFBP3	-1.33085714285714
C12orf23	-0.661375
PSPC1	1.20625
C20orf43	-0.1025
TRAV20	0.7815
ARHGAP24	-0.382
KIAA1975	-1.267875
C1QA	3.5893
DNTT	-5.5026
C10orf6	0.79925
C11orf41	1.40425
HNRPF	0.069125
COL11A1	-0.6525
UBAP2	0.137
CDKN2AIPNL	-1.192
C20orf174	0.756
SPRED2	0.9385
PLA2G12A	0.547
ICEBERG	-1.43483333333333
SCN10A	0.283
C11orf65	-0.48925
GBP5	3.29275
PITPNC1	0.733666666666667
POU3F3	1.1025
NCOA7	-0.733625
LIN7C	-0.458
LOC348840	-0.5385
NKX2-2	-1.80525
ANKRD13D	1.490125
LOC123688	-0.5225
FUT2	1.655
TAAR8	0.432
FZD4	-0.71
PNMA3	4.2215
OR4L1	0.597
WIT1	1.41025
EXOC3L	2.33025
ATPBD4	-0.6368
KRBA1	-0.20225
UBXD6	-2.25375
HOXB7	2.43371428571429
C7orf23	-1.839
UNQ338	1.036
STAB2	0.764
CDC20B	-0.38475
IRF9	2.63025
CENTG1	-0.783833333333333
TNPO2	-0.29225
MCPH1	-0.610375
BMS1P5	-2.0305
SLC26A7	4.8525
HIST1H3J	1.0715
C9orf3	0.4702
LBH	3.050625
MYO1D	0.29125
PTDSS2	1.2625
NFU1	-0.675
DEPDC4	-0.67375
WNT7B	0.3366
GLP2R	0.2924
SETD4	0.6931
DYNLT3	-2.1626
FKBP11	-3.49016666666667
SESTD1	0.3475
FLII	-0.41175
RPS16	0.1513
CHPF	0.9075
CSNK2A1	0.823333333333333
SUMO1P1	0.033
FKBP6	-0.603
ZNF214	1.5305
TWIST1	0.2835
DDX56	-0.774833333333333
TRAM1L1	1.7152
EPO	-2.03866666666667
MRPS18B	-0.72025
ZNF682	0.321666666666667
RPL14	0.396833333333333
MAFF	-0.00133333333333334
LOC51136	-2.36775
LY96	-3.0085
DDX20	0.3265
ABTB1	0.514166666666667
ARL5A	-0.833
CCT6A	-1.41275
HEPACAM	-1.825
EHHADH	-1.53516666666667
RBAK	-0.395
CGB1	0.43675
ITGB5	0.2206
YIPF3	0.217
FKBP2	1.9735
NR1D1	-0.6491
TMEM110	0.676
NEK2	0.392166666666667
PRAMEF8	-4.24833333333333
C20orf52	0.0196666666666667
PCDHGA3	-0.359
VWA3B	4.25175
NDUFA5	0.06675
THAP9	-0.4225
FLVCR2	-2.6238
AP1S1	-1.707625
SMAD6	1.62475
SAV1	0.56675
SAT1	0.96125
ZNF251	0.918875
ADAMTS7	0.9906
RPP38	0.605
C1orf211	-0.9885
YPEL2	1.27755
RBMS1	-0.1535
ZNF445	-0.115833333333333
NRXN2	0.914666666666667
PGBD4	-0.41225
UGT2B28	0.744
WBSCR16	-0.0120000000000001
NLRC3	-0.991125
ASTL	0.71175
ST6GALNAC1	1.009
ZADH2	0.27275
MLLT4	0.10325
ARL6	-0.2405
MEF2C	-1.57825
CBFA2T3	-3.6415
AFF3	0.056
COG7	0.2
MYB	-4.31133333333333
PLXNA3	1.0265
XRCC2	0.058
MMS19	0.39675
ST8SIA5	1.0175
CHPT1	-3.332
KIAA1712	-0.012875
OR6X1	0.172
ACTR3	-0.35975
UGCG	-1.8625
OR4P4	0.11
ZAP70	-3.17125
LPP	0.33325
ZNF485	-0.62825
PTPRCAP	-1.0335
IL12RB1	0.56575
ATRX	-0.348
CHST8	-2.5415
C14orf109	-0.46275
ARV1	-0.736
NMB	0.400428571428571
COX5A	0.538333333333333
EIF6	-0.3555
MPPED2	4.16133333333333
SEMG1	-2.9305
CHRDL1	2.411
TRAF3IP2	0.98725
WNK2	1.40675
LILRA4	0.3915
LAMA2	3.02425
PXT1	0.3435
RLBP1	-3.81925
CD300C	-0.84225
SLTM	-0.461
FLJ10404	0.4000625
APOBEC3D	-1.08483333333333
RENBP	1.7345
ATXN7L1	0.3225
NID1	-1.22175
TUBGCP3	-0.11075
ITIH5	0.452611111111111
CCDC110	0.2585
C8A	-3.7665
MGC87042	-4.43625
HOXC13	-5.356
TFDP2	-0.70025
HCP5	1.53775
POLI	-0.034
UCN	-2.68983333333333
ZNF764	1.08366666666667
C8orf45	-0.733
FHL3	-0.06775
SPATA5L1	-0.761
MMRN2	2.9305
NDST1	1.78166666666667
COL20A1	-0.496333333333333
ZNF248	0.4635
PELP1	0.809833333333333
MBL2	-2.07616666666667
RNF41	1.034125
C5orf24	1.5895
THOC5	0.476666666666667
SERINC3	-1.82841666666667
RP11-151A6.2	0.4035
CDCP2	-0.148
HIST1H2AA	0.648
C11orf75	-1.19883333333333
FKBP7	-1.4315
DDOST	-0.3095
GPNMB	-1.05916666666667
TTF2	-0.0606666666666666
KCNT1	0.3656
SLC39A14	-1.49
NGRN	0.7744
GPR137B	-2.2385
MECP2	1.35225
PSMA1	-0.5905
C16orf73	-5.46
TMEM60	0.964833333333333
CSN3	-0.2805
NOS1	1.5005
RAB7L1	-1.71966666666667
YBX2	1.925
KIAA1166	0.41625
FUBP3	-1.245
ABCG1	2.928
ACACA	-0.826833333333333
ARL11	-0.674222222222222
ATOH1	-0.177
ODF1	-0.363
CREB3L3	-1.527
TMEM127	1.61657142857143
DSCAML1	-0.12875
PLN	-0.385666666666667
LYPLA1	-2.55958333333333
PRDM9	-0.791
SASP	-0.41825
PLUNC	0.1834
INTU	0.9695
HISPPD1	-0.91825
LNPEP	0.290666666666667
YARS2	-0.491333333333333
APCDD1L	-0.2585
ZCCHC4	-1.1933
FBXO22	-1.69166666666667
TTLL13	-0.6535
ZNF669	0.487666666666667
PTGDR	2.419
DDX27	-0.084
KIAA0409	-0.3745
GJB6	2.12875
ASB8	0.31875
PLP2	-0.296333333333333
MEPE	-0.516
OR10J5	0.0915
KRT222P	-0.67575
COQ7	0.692666666666667
C1orf101	0.49125
RERG	-1.9161
CHMP5	-1.039875
THAP11	-0.68925
ZNF43	-0.249
ZRANB3	-0.786333333333333
KRT13	0.809125
MRPL19	-0.71875
RBBP9	-1.018625
SPATA17	0.39625
BXDC5	-0.7965
PAFAH1B1	-0.736166666666667
MAGEE1	0.99575
OSTF1	0.2395
KIAA0323	0.0845833333333333
TXNDC13	-0.476333333333333
CNTN4	3.53325
LCE1B	3.374
UNQ501	1.01425
ZNF154	-0.0315
C3orf64	-1.2265
SYT5	-0.1352
PON1	0.0638
FLJ10357	-0.468
ATP4A	0.5075
GNPDA1	-0.0361666666666667
MGAT1	2.084
C14orf121	0.2645
SLC35B2	0.09825
MIER3	0.0848333333333333
CHEK1	-1.0815
ZNF8	1.27283333333333
TXNDC1	-1.63266666666667
CKB	0.9555
RTN3	0.700285714285714
FZD2	0.981
PART1	0.52475
